name,alias,part,age,infection,insurance,department,checklist,symptom,complication,treatment,drug,period,rate,money
睡美人症候群,克莱恩-莱文综合症,头部,青年人,无传染性,非医保疾病,神经内科 脑外科,脑脊液总胆固醇 神经系统检查 血清NSE [详细],嗜睡 抑郁 情绪性疲劳 神志不清 神志淡漠 [详细],性病神经症 性欲亢进 [详细],,氟马西尼 氟马西尼 [详细],,暂无相关资料,
系统性红斑狼疮,全身性红斑狼疮,免疫系统,15～40岁女性,无传染性,医保疾病,风湿科 皮肤科,狼疮带试验 血浆凝血酶调节蛋白活性 尿常规 狼疮细胞试验 抗核抗体 [详细],盘状红斑 关节疼痛 肌痛 发烧 疲劳 [详细],,中医药物治疗、西医药物治疗 [详细],吗替麦考酚酯胶... 他克莫司胶囊 甲泼尼龙片 [详细],6个月,0.1%(治愈率极低),
阴道痉挛,性交恐惧症,阴道,新婚期女性,无传染性,医保疾病,妇科,阴道触诊 阴道窥器检查 白带常规 宫颈涂片 [详细],阴道出血 阴道持续少量流血 产后下腹坠痛或阴道坠胀感 性交疼痛 性交困难 [详细],抑郁症 [详细],心理治疗、药物治疗 [详细],去痛片 氢溴酸高乌甲素... 吡罗昔康片 [详细],1个月,90%,
性障碍,,女性生殖 男性生殖,成年人群,无传染性,非医保疾病,男科,前列腺检查 男性性功能全面测试 [详细],性交疼痛 晚霞样或夕照样眼底 抑郁 快感缺乏 震颤 [详细],,心理治疗 药物治疗 [详细],前列回春胶囊 龟鹿补肾丸 金鸡胶囊 [详细],1-3个月,80%,
病毒性心肌炎,,心脏,所有人群,无传染性,医保疾病,心血管内科,血清肌钙蛋白I和肌钙蛋白T 血清肌红蛋白 心电图 多普勒超声心动图 二维超声心动图 [详细],肌肉酸痛 乏力 心尖搏动弥散 心悸 窦房结病变 [详细],心力衰竭 扩张型心肌病 [详细],药物治疗 [详细],果糖二磷酸钠口... 转移因子口服溶... 盐酸普萘洛尔缓... [详细],3-6个月,60%,不同医院收费标准不一致，市三甲医院约（10000-50000元）
神经官能症,神经症，精神神经症,心理,所有人群,无传染性,医保疾病,精神病科 内科,脑电图 颅脑CT MRI 心脏血管超声检查 神经系统检查 [详细],职业神经症 焦虑 内向性思维 疲劳 惊恐发作 [详细],便秘 阳痿 月经不调 卵巢炎 神经衰弱 [详细],药物治疗 [详细],谷维素片 解郁安神颗粒 解郁安神胶囊 [详细],1-3个月,90%,不同医院收费标准不一致，市三甲医院约（3000 —— 8000元）
鞘膜积液,,阴囊,成人年人群,无传染性,医保疾病,泌尿外科 儿科,前列腺B超 前列腺、精囊腺的超声检查 透光试验 阴囊超声检查 [详细],阴囊坠胀痛 一侧阴囊内逐渐增大的无痛性肿块 阴囊肿大 鞘膜积水 排尿不畅 [详细],睾丸损伤 [详细],药物治疗、手术治疗 [详细],黄精赞育胶囊 维生素B2片 谷丙甘氨酸胶囊 [详细],,80%,
甲状腺炎,,甲状腺,女性多见,无传染性,医保疾病,内分泌科,血清促甲状腺激素 血清甲状腺球蛋白 甲状腺吸碘试验 血清抗甲状腺球蛋白抗体 血清抗甲状腺微粒体抗体 [详细],性欲减退 剧痛 疼痛 甲状腺肿大 甲状腺机能亢进 [详细],急性甲状腺炎 无痛性甲状腺炎 慢性纤维性甲状腺炎 急性化脓性甲状腺炎 急性放射性甲状腺炎 [详细],药物治疗 [详细],左甲状腺素钠片 左甲状腺素钠片 左甲状腺素钠片 [详细],10-15天,80%,市三甲医院约（1000-3000元）
良性前列腺增生,前列腺肥大,前列腺,所有人群,无传染性,非医保疾病,泌尿外科 外科,脉搏 膀胱镜 直肠指检 血清前列腺酸性磷酸酶 血清PSA [详细],尿痛 尿急 尿频 急性尿潴留 膀胱排空不全 [详细],膀胱憩室 肾积水 血尿 [详细],保列治、爱普列特、舍尼通、通尿灵、泊泌松、癃闭舒 [详细],颠茄片 前列舒乐胶囊 非那雄胺片 [详细],手术治疗周期7天,治愈率87%,不同医院收费标准不一致，市三甲医院约（1000-5000元）
花斑癣,汗斑，变色糠疹,皮肤,所有人群。最小年龄仅为2.5个月，最大12岁。,无传染性,医保疾病,皮肤科,皮肤涂片显微镜检查 [详细],瘙痒 丘疹 腹股沟痒 斑疹 色素脱失 [详细],脂溢性皮炎 银屑病 [详细],药物治疗 [详细],联苯苄唑凝胶 二硫化硒洗剂 盐酸萘替芬乳膏 [详细],10-30天,60%,不同医院收费标准不一致，市三甲医院约（500 —— 3000元）
痱子,"热痱红色粟粒疹,热痱",皮肤,婴幼儿,无传染性,医保疾病,皮肤科 中医科,皮损 [详细],脓痱 白痱 深痱 热痱 丘疹 [详细],毛囊炎 [详细],药物治疗 [详细],复方醋酸氯己定... 炉甘石洗剂 氧化锌软膏 [详细],7-14天,90%,
急性子宫内膜炎,"子宫内膜炎,子宫炎",子宫,女性,无传染性,非医保疾病,妇科,阴道窥器检查 子宫颈涂片测试 阴道分泌物涂片 白带常规 肛腹诊 [详细],带血性分泌物 反应性细胞改变 抗内膜抗体阳性 下腹疼痛 腹部压痛 [详细],腹膜炎 [详细],药物治疗 [详细],金鸡片 金鸡颗粒 抗妇炎胶囊 [详细],1-2个月,80%,
脑瘤,"脑肿瘤,颅内肿瘤,脑癌，内风",颅脑,中老年人,无传染性,医保疾病,肿瘤科 脑外科,颅脑MRI 小气脑CT扫描 颅脑超声检查 颅脑CT CT造影扫描 [详细],头痛 视力视野改变 颅内压增高 恶心与呕吐 视乳头水肿 [详细],,手术治疗、西药治疗、中药治疗、饮食调理 [详细],盐酸格拉司琼口... 平消片 甘油果糖氯化钠... [详细],1-3个月,10%,
阳虚,,全身,所有人群，男性多数,无传染性,非医保疾病,中医科,,怕冷 气虚阳衰 舌胖有齿痕 小便清长 脉沉缓或沉细 [详细],发作性睡病 类风湿性关节炎肾损害 恶寒发热 新生儿泪囊炎 类风湿性关节炎 [详细],药物治疗 [详细],刺五加片 龟芪参口服液 十全大补酒 [详细],,100%,
脑震荡,,颅脑,中老年人,无传染性,医保疾病,脑外科,头颅平片 脑血流测定 脑电图 颅脑CT [详细],昏迷 近事遗忘现象 头痛 恶心与呕吐 注意力不集中 [详细],,休息及药物治疗 [详细],安神补脑液 补脑安神片 安神补脑片 [详细],1-6个月,40%,
多发性骨髓瘤,骨髓瘤，赫珀特病，赫珀特氏病，浆细胞骨髓瘤,全身,中老年人,无传染性,医保疾病,血液科 骨科,肾功能 血液生化六项 四肢的骨和关节平片 脊椎平片 放射性核素肾图 [详细],骨痛 出血倾向 反复感染 肾损害 肝脾肿大 [详细],,手术治疗、药物治疗 [详细],乌苯美司胶囊 注射用重组人干... 注射用重组人干... [详细],1个月,30%,
丘疹性荨麻疹,急性单纯性痒疹，荨麻疹性苔藓，小儿荨麻疹性苔藓，婴儿苔藓，虫咬皮炎,皮肤,所有人群，发于婴幼儿童,无传染性,医保疾病,皮肤科,结核菌素皮内试验 RPR 兔感染试验 皮肤病的物理检查 皮损 [详细],剧痒 斑丘疹 丘疹 [详细],急性淋巴管炎 [详细],西药治疗、中药治疗 [详细],荆肤止痒颗粒 盐酸西替利嗪片 盐酸西替利嗪片 [详细],3-6周,95%,
干燥综合征,"舍格伦综合征,斯约格伦综合征,自身免疫性外分泌腺病,古-豪二氏综合征",免疫系统,40岁到50岁,无传染性,医保疾病,风湿科,血液生化六项 血清免疫球蛋白M 血清免疫球蛋白A 角膜荧光素染色 胸部CT [详细],干性皮肤 反复感染 面部脱皮 关节疼痛 无力 [详细],慢性支气管炎 淋巴瘤 [详细],缓解症状、对症治疗 [详细],金嗓子喉片 清音丸 复方硫酸软骨素... [详细],7天,80%,
急性胆囊炎,胆囊炎，胆瘅,胆,所有人群,无传染性,医保疾病,消化内科 肝胆外科,静脉胆道造影 尿淀粉酶 腹壁紧张度 胆道造影 腹部平片 [详细],发烧 肚子疼 右背部痛 腹胀 胆囊触痛征 [详细],胆汁性腹膜炎 低钠血症 营养不良 拉肚子 胆道出血 [详细],药物治疗、手术治疗 [详细],利胆排石片 二十五味松石丸 二十五味松石丸 [详细],7-14天,90%,
肾炎,"肾小球肾炎,肾脏炎",肾,老年人、肾功能损害患者、高血压患者、肥胖者、糖尿病人群,无传染性,医保疾病,肾内科,尿常规 12小时尿细胞计数 尿细菌培养 腹部平片 血清透明质酸 [详细],少尿 无尿 水肿 血压高 肾小球滤过率下降 [详细],家族性出血性肾炎（Alport综合征） 放射性肾炎 失盐性肾炎 隐匿性肾炎 老年人急进性肾炎 [详细],西药治疗、透析治疗、中药治疗、饮食调理 [详细],复方α-酮酸片 吗替麦考酚酯胶... 他克莫司胶囊 [详细],1-3个月,85%,市三甲医院约5000--10000
男性生殖器畸形,,男性生殖,大部分先天性发病,无传染性,非医保疾病,男科 生殖健康,前列腺、精囊腺的超声检查 染色体 [详细],无睾丸 阴茎短 睾丸微小 睾丸萎缩 睾丸发育不全 [详细],,手术治疗 [详细],叶酸片 叶酸片 鬼臼毒素酊 [详细],1个月,40%,
男性尖锐湿疣,,男性生殖,男性人群多见,有传染性,非医保疾病,男科 性病科,HPV检查 性传播疾病免疫检测 醋酸白试验 [详细],阴囊瘙痒 溃疡外观呈菜花样 剧痒的疣状结节 溃疡分泌物恶臭 疣状增殖 [详细],暂无相关资料,手术治疗、药物治疗 [详细],盐酸氨酮戊酸外... 鬼臼毒素酊 [详细],,30%,1000--3000元
乳腺囊性增生症,"乳腺增生症,良性乳腺结构不良",乳房,多见于25～45岁女性,无传染性,非医保疾病,乳腺外科 妇科,女性性发育自我检查 乳房检查 乳房触诊 乳腺检查 [详细],乳痛症 乳房胀痛 乳房肿块 乳腺囊性增生 [详细],绝经期乳腺癌 [详细],针灸治疗、药物治疗 [详细],乳块消胶囊 乳增宁片 乳安片 [详细],2-5月,98%,
视网膜脱落,"原发性视网膜脱离,视网膜剥离,视网膜神经上皮层脱离",眼,成年人,无传染性,医保疾病,眼科,眼底接触镜 裂隙灯 眼底镜检查法 [详细],视力障碍 视野缺损 视网膜脱离 眼前异常闪光，增加的黑点 视物变小 [详细],,中医药物治疗 [详细],血栓通注射液 血栓通注射液 血栓通注射液 [详细],7-14天,10%,
弱视,,眼,儿童,无传染性,医保疾病,眼科,视力 光觉检查 对比敏感度 眼底检查 屈光检查 [详细],视力障碍 屈光介质混浊 色觉丧失 斗鸡眼 视物模糊 [详细],,药物治疗、手术治疗 [详细],明目地黄丸 左旋多巴片 左旋多巴片 [详细],>120天(终身间断治疗),暂无相关资料,
重度宫颈糜烂,Ⅲ度宫颈糜烂,子宫,中年女性,无传染性,非医保疾病,妇科,阴道镜 宫颈妇科常规检查 妇科常规检查 TCT [详细],白带增多 阴道出血 盆腔坠痛 尿频 尿急 [详细],暂无相关资料,暂无相关资料,银离子抗菌水凝... 银离子抗菌消炎... Ⅰ型银离子抗菌... [详细],,暂无相关资料,暂无相关资料
白化病,白斑病,皮肤,近亲结婚的家族及有家族遗传史患者,无传染性,医保疾病,皮肤科,,鼻毛变白 虹膜异色 畏光 畏光及流泪 虹膜蓝色 [详细],白点病 外阴白化病 [详细],药物治疗、物理治疗 [详细],应该如何用药？用什么药？ [详细],1-3个月,20%,
食管炎,,食管,中老年人,无传染性,医保疾病,消化内科,内镜检查 食管钡餐透视 食管压力 食管滴酸试验 [详细],胸骨后烧灼样痛 吐酸 反酸 吞咽时胸痛 心口灼热痛 [详细],反流性食管炎 放射性食管炎 化脓性食管炎 病毒性食管炎 药物性食管炎 [详细],西医药物治疗、手术治疗 [详细],奥美拉唑肠溶胶... 奥美拉唑肠溶胶... 盐酸雷尼替丁胶... [详细],,80%,
肝胆管结石,肝内胆管结石,肝,中老年人,无传染性,医保疾病,肝胆外科,胆道造影 MRI 血清总蛋白 肝、胆、脾CT 经皮肤穿刺胆道造影 [详细],肚子疼 高热寒战 胆管梗阻 胆绞痛 突发性绞痛 [详细],急性化脓性胆管炎 [详细],暂无相关资料,胆石片 胆康片 珍熊胆丸 [详细],,暂无相关资料,暂无相关资料
多发性末梢神经炎,,周围神经系统,有重金属（砷、汞、铅）接触史、糖尿病的患者,无传染性,非医保疾病,神经内科,肌电图 尿葡萄糖 白细胞数 泪液β2-微球蛋白 血清卵泡刺激素 [详细],肌束震颤 四肢湿冷 感觉过度 跨阈步态 感觉障碍 [详细],尿道癌 人流后妇科病 女性尿道癌 宫颈糜烂 盆腔炎 [详细],西药治疗 [详细],复方维生素B12... 氨咖甘片 三维B片 [详细],1-3月,90%,不同医院收费标准不一致，市三甲医院约（2000 —— 5000元）
睾丸癌,,睾丸,成年男性,无传染性,非医保疾病,肿瘤科 泌尿外科,睾丸自我检查 [详细],睾丸胀痛 睾丸增大和变硬 阴囊下坠 阴囊肿大 [详细],,手术治疗、药物治疗 [详细],甲氨蝶呤片 卡铂注射液 注射用盐酸表柔... [详细],3-6个月,40%(本病属于恶性肿瘤一般手术后5年生存率,
肾错构瘤,"肾血管肌脂肪瘤,肾血管平滑肌脂肪瘤",肾,中年，女性较多,无传染性,医保疾病,泌尿外科 肿瘤科,肾血管造影 腹部平片 肾脏CT [详细],尿频 蛋白尿 腰酸背痛 胃肠道症状 智力减低 [详细],肾盂肾炎 [详细],手术治疗 [详细],应该如何用药？用什么药？ [详细],1-3个月,60%,
淋球菌感染,"淋病奈瑟菌感染,淋病奈瑟球菌感染,淋病奈瑟氏菌感染,淋病双球菌感染",肺,所有人群性活跃人群多见,有传染性,非医保疾病,传染科 性病科,阴道分泌物涂片 涂片 药敏试验 ELISA [详细],尿频 尿痛 尿急 腹股沟淋巴结肿大 白带增多 [详细],前列腺炎 附睾炎 盆腔炎 子宫内膜炎 骨关节炎 [详细],药物治疗 [详细],硬脂酸红霉素颗... 头孢克肟片 螺旋霉素片 [详细],2-4周,60%,
口角炎,"传染性口角炎,口角唇炎,马嚼子疮",口,所有人群,无传染性,医保疾病,口腔科,真菌组织病理学 维生素 [详细],口唇干燥 口唇渗液 口角向外的放射性皱纹 烂嘴角 黏膜损害 [详细],哮喘 过敏 [详细],药物治疗 [详细],维生素B2片 维生素B2片 维生素B2片 [详细],治疗周期14天,治愈率98%,
脊髓型颈椎病,,颈部 脊柱,中老年人,无传染性,非医保疾病,骨科 神经内科,脊椎平片 [详细],颈椎变形 步态异常 共济失调 行走踩棉花感 锥体束病损 [详细],暂无相关资料,药物治疗、手术治疗 [详细],伸筋丹胶囊 颈复康颗粒 骨刺宁胶囊 [详细],,60%,市三甲医院约（2000—— 10000元）
百草枯中毒,,全身,所有人群,无传染性,非医保疾病,急诊科,WBC PaO2 胸部平片 肺部检查 白细胞数 [详细],肚子疼 紫绀 呼吸衰竭 呼吸困难 蛋白尿 [详细],特发性肺纤维化 [详细],手术治疗 [详细],阿魏酸钠片 [详细],治疗周期15天,治愈率65%,
儿童遗尿症,,膀胱,多发生于5～10岁儿童，男孩较多见。,无传染性,非医保疾病,儿科 肾内科,泌尿系统CT 脑电图 [详细],遗尿 尿急 逼尿肌无反射 儿童尿床 尿流变细或中断 [详细],抑郁症 [详细],药物、心理治疗 [详细],醒脾养儿颗粒 夜尿宁丸 盐酸甲氯芬酯胶... [详细],3-6月,85%,
巴来特(Barrett)食管,"BE,食管下段柱状上皮化生",食管,所有人群,无传染性,非医保疾病,消化内科 胃肠外科,内镜检查 食管造影 [详细],便血 烧心 胸骨后疼痛 吞咽困难 恶心与呕吐 [详细],食管肿瘤 [详细],药物治疗 [详细],西咪替丁片 奥美拉唑肠溶胶... 多潘立酮混悬液 [详细],1-2年,外科手术治愈率约为65%,
脚癣,"香港脚,足癣",皮肤 下肢,多发于中、青年人，儿童少见，男性一般多于女性。,有传染性,非医保疾病,皮肤科 传染科,细菌学检验 细菌的鉴定 真菌检查 [详细],肢端易发生不易控制的足癣感染 脚臭 足癣 丘疹 瘙痒 [详细],急性淋巴管炎 急性蜂窝组织炎 丹毒 [详细],外用药物治疗、内服药物治疗 [详细],珊瑚癣净 华佗膏 复方苦参水杨酸... [详细],30天,>30%,市三甲医院约（500 —— 1000元）
念珠菌性龟头炎,念珠菌性包皮龟头炎,阴茎,成年男性,有传染性,非医保疾病,男科 性病科,真菌感染的实验室检查 [详细],龟头瘙痒 红斑鳞屑 [详细],,,皮肤抗菌喷剂 [详细],,暂无相关资料,
真性红细胞增多症,,骨髓 血液血管,所有人群,无传染性,医保疾病,血液科,RBC 红细胞检查 血红蛋白 嗜碱性粒细胞计数 血小板计数 [详细],出血倾向 鼻衄 红细胞增多 复视 白细胞增多 [详细],心肌梗塞 血栓性静脉炎 [详细],病因治疗、对症治疗 [详细],心脑欣片 高三尖杉酯碱氯... 白消安注射液 [详细],1-3个月,85%,
颈动脉硬化,,颈部,老人发病率大过年轻人。,无传染性,非医保疾病,心血管内科 血管外科,颈椎CT 颈部MRI 颈动脉彩超 血流变学检查 血脂 [详细],单眼突然出现一过性黑蒙 一过性脑缺血 一过性意识蒙眬 间歇性头晕 [详细],暂无相关资料,暂无相关资料,>> 应该如何用药？用什么药？ [详细],,暂无相关资料,暂无相关资料
